YEAR,MO,DY,ALLSKY_SFC_UVA
2021,4,25,4.27
2021,4,26,11.1
2021,4,27,11.35
2021,4,28,10.74
2021,4,29,11.8
2021,4,30,12.56
2021,5,1,12.86
2021,5,2,13.97
2021,5,3,10.34
2021,5,4,18.38
2021,5,5,18.69
2021,5,6,18.81
2021,5,7,18.7
2021,5,8,16.87
2021,5,9,7.88
2021,5,10,15.53
2021,5,11,16.1
2021,5,12,15.25
2021,5,13,12.57
2021,5,14,18.88
2021,5,15,15.34
2021,5,16,14.74
2021,5,17,19.58
2021,5,18,19.13
2021,5,19,20.19
2021,5,20,19.67
2021,5,21,18.16
2021,5,22,14.48
2021,5,23,11.14
2021,5,24,14.29
2021,5,25,18.66
2021,5,26,16.92
2021,5,27,14.88
2021,5,28,14.37
2021,5,29,18.1
2021,5,30,16.61
2021,5,31,16.32
2021,6,1,15.41
2021,6,2,18.67
2021,6,3,17.59
2021,6,4,19.26
2021,6,5,8.98
2021,6,6,19.8
2021,6,7,19.45
2021,6,8,19.81
2021,6,9,20.28
2021,6,10,19.48
2021,6,11,17.43
2021,6,12,19.82
2021,6,13,19.05
2021,6,14,18.43
2021,6,15,16.59
2021,6,16,15.8
2021,6,17,10.16
2021,6,18,13.34
2021,6,19,17.09
2021,6,20,11.88
2021,6,21,16.56
2021,6,22,11.66
2021,6,23,16.72
2021,6,24,19.7
2021,6,25,18.84
2021,6,26,19.36
2021,6,27,19.92
2021,6,28,21.0
2021,6,29,20.66
2021,6,30,21.03
2021,7,1,20.58
2021,7,2,21.04
2021,7,3,19.46
2021,7,4,20.23
2021,7,5,20.86
2021,7,6,7.22
2021,7,7,19.27
2021,7,8,20.55
2021,7,9,20.03
2021,7,10,19.98
2021,7,11,14.08
2021,7,12,20.09
2021,7,13,20.38
2021,7,14,18.88
2021,7,15,20.01
2021,7,16,20.23
2021,7,17,19.8
2021,7,18,20.11
2021,7,19,19.6
2021,7,20,18.69
2021,7,21,18.64
2021,7,22,19.34
2021,7,23,18.17
2021,7,24,18.87
2021,7,25,18.01
2021,7,26,16.89
2021,7,27,17.39
2021,7,28,19.2
2021,7,29,18.83
2021,7,30,19.24
2021,7,31,14.58
2021,8,1,17.11
2021,8,2,17.05
2021,8,3,16.06
2021,8,4,17.61
2021,8,5,18.93
2021,8,6,19.09
2021,8,7,18.09
2021,8,8,18.24
2021,8,9,17.9
2021,8,10,17.48
2021,8,11,15.97
2021,8,12,17.18
2021,8,13,16.93
2021,8,14,14.09
2021,8,15,15.48
2021,8,16,17.66
2021,8,17,17.52
2021,8,18,16.81
2021,8,19,16.6
2021,8,20,17.03
2021,8,21,17.33
2021,8,22,16.31
2021,8,23,14.4
2021,8,24,13.3
2021,8,25,13.73
2021,8,26,12.3
2021,8,27,15.7
2021,8,28,15.44
2021,8,29,15.07
2021,8,30,15.37
2021,8,31,14.45
2021,9,1,8.75
2021,9,2,11.67
2021,9,3,13.67
2021,9,4,14.77
2021,9,5,14.73
2021,9,6,7.91
2021,9,7,11.56
2021,9,8,14.12
2021,9,9,9.94
2021,9,10,12.88
2021,9,11,10.63
2021,9,12,14.05
2021,9,13,6.13
2021,9,14,5.05
2021,9,15,10.11
2021,9,16,10.48
2021,9,17,12.74
2021,9,18,12.87
2021,9,19,13.66
2021,9,20,11.27
2021,9,21,12.9
2021,9,22,9.11
2021,9,23,10.9
2021,9,24,6.63
2021,9,25,10.15
2021,9,26,12.02
2021,9,27,12.31
2021,9,28,10.35
2021,9,29,12.06
2021,9,30,10.81
2021,10,1,9.29
2021,10,2,10.75
2021,10,3,5.38
2021,10,4,11.03
2021,10,5,9.27
2021,10,6,11.22
2021,10,7,11.37
2021,10,8,11.24
2021,10,9,10.97
2021,10,10,9.5
2021,10,11,10.02
2021,10,12,10.57
2021,10,13,10.22
2021,10,14,10.0
2021,10,15,9.93
2021,10,16,6.12
2021,10,17,8.28
2021,10,18,9.16
2021,10,19,9.29
2021,10,20,8.52
2021,10,21,8.47
2021,10,22,9.14
2021,10,23,9.39
2021,10,24,9.12
2021,10,25,8.53
2021,10,26,8.76
2021,10,27,8.58
2021,10,28,8.09
2021,10,29,2.85
2021,10,30,4.81
2021,10,31,4.22
2021,11,1,7.45
2021,11,2,6.0
2021,11,3,6.38
2021,11,4,6.34
2021,11,5,6.7
2021,11,6,7.54
2021,11,7,6.66
2021,11,8,7.43
2021,11,9,7.36
2021,11,10,7.08
2021,11,11,7.0
2021,11,12,6.86
2021,11,13,6.83
2021,11,14,6.78
2021,11,15,6.28
2021,11,16,6.64
2021,11,17,6.53
2021,11,18,5.59
2021,11,19,5.15
2021,11,20,2.38
2021,11,21,4.58
2021,11,22,2.65
2021,11,23,2.45
2021,11,24,4.5
2021,11,25,4.09
2021,11,26,4.73
2021,11,27,3.98
2021,11,28,4.74
2021,11,29,5.01
2021,11,30,5.59
2021,12,1,3.34
2021,12,2,4.91
2021,12,3,5.32
2021,12,4,3.71
2021,12,5,3.99
2021,12,6,4.73
2021,12,7,2.02
2021,12,8,3.74
2021,12,9,2.98
2021,12,10,3.91
2021,12,11,4.82
2021,12,12,5.09
2021,12,13,5.18
2021,12,14,5.19
2021,12,15,4.97
2021,12,16,5.07
2021,12,17,5.02
2021,12,18,3.91
2021,12,19,3.41
2021,12,20,3.41
2021,12,21,3.07
2021,12,22,2.91
2021,12,23,2.55
2021,12,24,2.3
2021,12,25,1.98
2021,12,26,1.77
2021,12,27,4.45
2021,12,28,4.37
2021,12,29,4.39
2021,12,30,5.07
2021,12,31,5.16
2022,1,1,4.98
2022,1,2,4.59
2022,1,3,5.07
2022,1,4,3.41
2022,1,5,4.11
2022,1,6,5.3
2022,1,7,5.05
2022,1,8,4.45
2022,1,9,4.76
2022,1,10,4.35
2022,1,11,5.45
2022,1,12,5.7
2022,1,13,5.12
2022,1,14,5.73
2022,1,15,5.82
2022,1,16,5.73
2022,1,17,5.82
2022,1,18,5.95
2022,1,19,6.11
2022,1,20,6.17
2022,1,21,6.28
2022,1,22,6.11
2022,1,23,5.35
2022,1,24,4.41
2022,1,25,4.55
2022,1,26,6.35
2022,1,27,6.78
2022,1,28,6.86
2022,1,29,7.0
2022,1,30,7.09
2022,1,31,7.21
2022,2,1,7.34
2022,2,2,7.12
2022,2,3,6.42
2022,2,4,5.63
2022,2,5,6.87
2022,2,6,7.7
2022,2,7,8.03
2022,2,8,8.06
2022,2,9,8.1
2022,2,10,7.37
2022,2,11,5.92
2022,2,12,6.84
2022,2,13,6.09
2022,2,14,8.0
2022,2,15,8.9
2022,2,16,7.26
2022,2,17,9.01
2022,2,18,8.95
2022,2,19,5.93
2022,2,20,9.55
2022,2,21,9.69
2022,2,22,9.87
2022,2,23,8.47
2022,2,24,6.82
2022,2,25,3.41
2022,2,26,3.02
2022,2,27,7.19
2022,2,28,10.26
2022,3,1,10.11
2022,3,2,9.37
2022,3,3,3.33
2022,3,4,8.42
2022,3,5,10.03
2022,3,6,8.08
2022,3,7,5.85
2022,3,8,8.35
2022,3,9,7.18
2022,3,10,8.53
2022,3,11,5.74
2022,3,12,10.33
2022,3,13,11.92
2022,3,14,3.05
2022,3,15,4.05
2022,3,16,2.91
2022,3,17,5.41
2022,3,18,7.05
2022,3,19,6.72
2022,3,20,5.59
2022,3,21,6.06
2022,3,22,5.92
2022,3,23,6.78
2022,3,24,3.35
2022,3,25,5.51
2022,3,26,4.8
2022,3,27,7.99
2022,3,28,11.16
2022,3,29,8.9
2022,3,30,4.9
2022,3,31,8.88
2022,4,1,12.69
2022,4,2,12.8
2022,4,3,13.3
2022,4,4,12.45
2022,4,5,10.35
2022,4,6,14.94
2022,4,7,15.18
2022,4,8,11.85
2022,4,9,11.46
2022,4,10,12.06
2022,4,11,13.38
2022,4,12,9.35
2022,4,13,13.17
2022,4,14,14.62
2022,4,15,15.72
2022,4,16,16.57
2022,4,17,14.91
2022,4,18,16.05
2022,4,19,10.7
2022,4,20,9.28
2022,4,21,13.88
2022,4,22,5.57
2022,4,23,10.65
2022,4,24,16.78
2022,4,25,16.88
2022,4,26,14.1
2022,4,27,10.77
2022,4,28,9.39
2022,4,29,15.78
2022,4,30,13.5
2022,5,1,16.47
2022,5,2,10.7
2022,5,3,9.18
2022,5,4,12.48
2022,5,5,18.28
2022,5,6,18.6
2022,5,7,18.79
2022,5,8,18.38
2022,5,9,18.69
2022,5,10,18.93
2022,5,11,17.93
2022,5,12,16.4
2022,5,13,17.67
2022,5,14,14.81
2022,5,15,16.4
2022,5,16,19.2
2022,5,17,19.45
2022,5,18,18.52
2022,5,19,17.78
2022,5,20,15.03
2022,5,21,14.45
2022,5,22,14.28
2022,5,23,17.55
2022,5,24,12.42
2022,5,25,18.8
2022,5,26,20.18
2022,5,27,20.52
2022,5,28,19.4
2022,5,29,17.89
2022,5,30,15.11
2022,5,31,20.35
2022,6,1,20.09
2022,6,2,18.23
2022,6,3,19.34
2022,6,4,19.34
2022,6,5,20.73
2022,6,6,17.91
2022,6,7,20.46
2022,6,8,15.56
2022,6,9,21.27
2022,6,10,21.06
2022,6,11,18.58
2022,6,12,16.04
2022,6,13,18.45
2022,6,14,17.37
2022,6,15,15.23
2022,6,16,16.08
2022,6,17,18.62
2022,6,18,17.86
2022,6,19,20.98
2022,6,20,16.99
2022,6,21,17.02
2022,6,22,17.6
2022,6,23,14.16
2022,6,24,19.71
2022,6,25,17.08
2022,6,26,20.62
2022,6,27,18.41
2022,6,28,20.88
2022,6,29,20.45
2022,6,30,19.26
2022,7,1,20.71
2022,7,2,19.05
2022,7,3,18.97
2022,7,4,20.16
2022,7,5,20.1
2022,7,6,16.27
2022,7,7,20.38
2022,7,8,20.53
2022,7,9,20.09
2022,7,10,20.08
2022,7,11,16.2
2022,7,12,18.35
2022,7,13,16.11
2022,7,14,18.48
2022,7,15,19.3
2022,7,16,18.7
2022,7,17,19.15
2022,7,18,19.17
2022,7,19,20.16
2022,7,20,19.23
2022,7,21,19.41
2022,7,22,17.62
2022,7,23,19.61
2022,7,24,19.19
2022,7,25,18.91
2022,7,26,19.23
2022,7,27,18.52
2022,7,28,19.48
2022,7,29,19.08
2022,7,30,18.1
2022,7,31,17.66
2022,8,1,17.9
2022,8,2,15.39
2022,8,3,18.09
2022,8,4,18.67
2022,8,5,18.47
2022,8,6,17.88
2022,8,7,17.73
2022,8,8,17.8
2022,8,9,18.03
2022,8,10,15.79
2022,8,11,17.3
2022,8,12,16.42
2022,8,13,6.48
2022,8,14,17.97
2022,8,15,17.41
2022,8,16,16.71
2022,8,17,15.23
2022,8,18,17.51
2022,8,19,17.65
2022,8,20,17.62
2022,8,21,17.22
2022,8,22,17.52
2022,8,23,16.22
2022,8,24,14.16
2022,8,25,14.23
2022,8,26,13.36
2022,8,27,14.53
2022,8,28,15.64
2022,8,29,14.53
2022,8,30,15.98
2022,8,31,16.49
2022,9,1,15.79
2022,9,2,14.64
2022,9,3,14.84
2022,9,4,15.43
2022,9,5,15.58
2022,9,6,15.13
2022,9,7,12.73
2022,9,8,10.63
2022,9,9,14.2
2022,9,10,14.77
2022,9,11,14.38
2022,9,12,8.18
2022,9,13,8.61
2022,9,14,10.56
2022,9,15,9.88
2022,9,16,12.18
2022,9,17,12.99
2022,9,18,11.09
2022,9,19,10.02
2022,9,20,13.11
2022,9,21,12.42
2022,9,22,11.88
2022,9,23,11.55
2022,9,24,11.0
2022,9,25,10.2
2022,9,26,12.13
2022,9,27,12.36
2022,9,28,10.0
2022,9,29,5.47
2022,9,30,10.82
2022,10,1,11.98
2022,10,2,11.87
2022,10,3,9.4
2022,10,4,10.86
2022,10,5,10.67
2022,10,6,10.44
2022,10,7,9.34
2022,10,8,9.55
2022,10,9,9.67
2022,10,10,6.36
2022,10,11,6.91
2022,10,12,9.87
2022,10,13,9.7
2022,10,14,10.05
2022,10,15,9.8
2022,10,16,7.92
2022,10,17,7.41
2022,10,18,7.72
2022,10,19,4.52
2022,10,20,2.97
2022,10,21,4.06
2022,10,22,6.14
2022,10,23,5.16
2022,10,24,6.07
2022,10,25,6.91
2022,10,26,6.54
2022,10,27,4.95
2022,10,28,5.89
2022,10,29,6.99
2022,10,30,4.36
2022,10,31,3.17
2022,11,1,6.7
2022,11,2,7.33
2022,11,3,5.38
2022,11,4,7.35
2022,11,5,7.82
2022,11,6,7.52
2022,11,7,6.91
2022,11,8,3.82
2022,11,9,3.95
2022,11,10,7.1
2022,11,11,4.99
2022,11,12,4.49
2022,11,13,6.12
2022,11,14,3.22
2022,11,15,3.4
2022,11,16,2.32
2022,11,17,3.84
2022,11,18,5.26
2022,11,19,5.17
2022,11,20,5.3
2022,11,21,1.88
2022,11,22,3.17
2022,11,23,3.49
2022,11,24,2.95
2022,11,25,5.57
2022,11,26,5.86
2022,11,27,5.3
2022,11,28,5.68
2022,11,29,5.54
2022,11,30,4.91
2022,12,1,5.48
2022,12,2,4.48
2022,12,3,3.7
2022,12,4,2.91
2022,12,5,1.68
2022,12,6,2.41
2022,12,7,3.23
2022,12,8,1.96
2022,12,9,1.82
2022,12,10,3.75
2022,12,11,2.57
2022,12,12,1.27
2022,12,13,1.51
2022,12,14,2.9
2022,12,15,3.24
2022,12,16,3.46
2022,12,17,3.48
2022,12,18,3.2
2022,12,19,3.49
2022,12,20,1.76
2022,12,21,2.93
2022,12,22,2.96
2022,12,23,2.3
2022,12,24,3.62
2022,12,25,3.77
2022,12,26,5.0
2022,12,27,5.01
2022,12,28,4.98
2022,12,29,2.57
2022,12,30,3.09
2022,12,31,5.1
2023,1,1,3.91
2023,1,2,3.24
2023,1,3,4.83
2023,1,4,5.23
2023,1,5,5.3
2023,1,6,5.16
2023,1,7,2.34
2023,1,8,2.16
2023,1,9,5.16
2023,1,10,5.24
2023,1,11,2.63
2023,1,12,5.42
2023,1,13,5.09
2023,1,14,5.24
2023,1,15,3.18
2023,1,16,2.94
2023,1,17,4.05
2023,1,18,4.92
2023,1,19,4.77
2023,1,20,5.65
2023,1,21,6.06
2023,1,22,6.2
2023,1,23,5.94
2023,1,24,4.48
2023,1,25,6.26
2023,1,26,5.4
2023,1,27,5.1
2023,1,28,6.57
2023,1,29,6.65
2023,1,30,6.97
2023,1,31,7.1
2023,2,1,7.22
2023,2,2,7.27
2023,2,3,7.14
2023,2,4,7.41
2023,2,5,7.47
2023,2,6,7.43
2023,2,7,5.16
2023,2,8,5.81
2023,2,9,5.67
2023,2,10,7.84
2023,2,11,8.27
2023,2,12,7.54
2023,2,13,8.57
2023,2,14,5.94
2023,2,15,7.81
2023,2,16,8.83
2023,2,17,9.08
2023,2,18,6.69
2023,2,19,7.91
2023,2,20,7.38
2023,2,21,6.27
2023,2,22,7.1
2023,2,23,5.17
2023,2,24,9.84
2023,2,25,8.23
2023,2,26,8.96
2023,2,27,7.82
2023,2,28,9.51
2023,3,1,7.87
2023,3,2,10.47
2023,3,3,10.69
2023,3,4,10.89
2023,3,5,5.74
2023,3,6,6.7
2023,3,7,8.65
2023,3,8,7.67
2023,3,9,8.45
2023,3,10,10.88
2023,3,11,9.47
2023,3,12,11.66
2023,3,13,11.7
2023,3,14,11.67
2023,3,15,12.73
2023,3,16,11.51
2023,3,17,11.13
2023,3,18,9.61
2023,3,19,13.36
2023,3,20,12.45
2023,3,21,13.11
2023,3,22,13.19
2023,3,23,13.27
2023,3,24,10.03
2023,3,25,12.8
2023,3,26,14.57
2023,3,27,14.74
2023,3,28,14.31
2023,3,29,14.17
2023,3,30,13.34
2023,3,31,11.68
2023,4,1,12.29
2023,4,2,15.41
2023,4,3,15.06
2023,4,4,15.72
2023,4,5,15.55
2023,4,6,15.73
2023,4,7,15.72
2023,4,8,15.59
2023,4,9,14.73
2023,4,10,14.29
2023,4,11,15.78
2023,4,12,11.41
2023,4,13,15.66
2023,4,14,11.64
2023,4,15,16.18
2023,4,16,17.04
2023,4,17,17.29
2023,4,18,17.17
2023,4,19,16.71
2023,4,20,16.93
2023,4,21,14.82
2023,4,22,16.02
2023,4,23,16.52
2023,4,24,16.59
2023,4,25,16.96
2023,4,26,17.45
2023,4,27,15.98
2023,4,28,13.66
2023,4,29,11.27
2023,4,30,14.65
2023,5,1,18.05
2023,5,2,16.59
2023,5,3,15.67
2023,5,4,18.45
2023,5,5,17.23
2023,5,6,17.76
2023,5,7,17.01
2023,5,8,17.12
2023,5,9,16.07
2023,5,10,18.57
2023,5,11,18.41
2023,5,12,14.74
2023,5,13,16.34
2023,5,14,12.99
2023,5,15,15.38
2023,5,16,18.19
2023,5,17,18.27
2023,5,18,18.27
2023,5,19,15.46
2023,5,20,13.45
2023,5,21,12.83
2023,5,22,12.9
2023,5,23,12.02
2023,5,24,11.96
2023,5,25,14.43
2023,5,26,8.68
2023,5,27,12.81
2023,5,28,9.8
2023,5,29,14.79
2023,5,30,14.11
2023,5,31,16.8
2023,6,1,12.14
2023,6,2,13.78
2023,6,3,16.56
2023,6,4,15.34
2023,6,5,15.23
2023,6,6,17.96
2023,6,7,6.73
2023,6,8,9.45
2023,6,9,16.21
2023,6,10,16.75
2023,6,11,16.77
2023,6,12,17.02
2023,6,13,14.8
2023,6,14,16.3
2023,6,15,19.42
2023,6,16,18.91
2023,6,17,17.48
2023,6,18,16.84
2023,6,19,14.4
2023,6,20,16.0
2023,6,21,12.66
2023,6,22,18.8
2023,6,23,19.58
2023,6,24,20.6
2023,6,25,19.46
2023,6,26,19.69
2023,6,27,15.82
2023,6,28,13.96
2023,6,29,17.84
2023,6,30,19.72
2023,7,1,20.48
2023,7,2,18.85
2023,7,3,17.34
2023,7,4,20.7
2023,7,5,16.94
2023,7,6,19.52
2023,7,7,19.01
2023,7,8,20.99
2023,7,9,20.15
2023,7,10,20.5
2023,7,11,20.37
2023,7,12,16.59
2023,7,13,20.63
2023,7,14,20.78
2023,7,15,20.34
2023,7,16,20.46
2023,7,17,19.09
2023,7,18,17.57
2023,7,19,19.33
2023,7,20,20.31
2023,7,21,17.93
2023,7,22,16.41
2023,7,23,19.62
2023,7,24,19.03
2023,7,25,19.65
2023,7,26,19.82
2023,7,27,19.18
2023,7,28,19.41
2023,7,29,19.8
2023,7,30,19.75
2023,7,31,19.34
2023,8,1,19.63
2023,8,2,19.46
2023,8,3,19.38
2023,8,4,19.41
2023,8,5,19.33
2023,8,6,19.34
2023,8,7,19.02
2023,8,8,18.12
2023,8,9,14.42
2023,8,10,18.65
2023,8,11,18.64
2023,8,12,17.81
2023,8,13,18.63
2023,8,14,18.38
2023,8,15,17.61
2023,8,16,18.12
2023,8,17,17.85
2023,8,18,15.66
2023,8,19,17.7
2023,8,20,17.61
2023,8,21,17.25
2023,8,22,16.87
2023,8,23,17.31
2023,8,24,16.87
2023,8,25,15.47
2023,8,26,10.18
2023,8,27,14.87
2023,8,28,16.69
2023,8,29,15.66
2023,8,30,15.3
2023,8,31,15.98
2023,9,1,14.65
2023,9,2,5.8
2023,9,3,3.31
2023,9,4,7.86
2023,9,5,14.2
2023,9,6,12.87
2023,9,7,11.74
2023,9,8,14.16
2023,9,9,11.82
2023,9,10,13.85
2023,9,11,13.24
2023,9,12,11.85
2023,9,13,13.97
2023,9,14,11.12
2023,9,15,11.43
2023,9,16,8.92
2023,9,17,7.15
2023,9,18,9.09
2023,9,19,12.27
2023,9,20,13.02
2023,9,21,6.52
2023,9,22,12.96
2023,9,23,13.55
2023,9,24,13.41
2023,9,25,13.27
2023,9,26,12.95
2023,9,27,11.9
2023,9,28,12.7
2023,9,29,12.52
2023,9,30,12.34
2023,10,1,12.26
2023,10,2,11.55
2023,10,3,11.48
2023,10,4,11.62
2023,10,5,11.44
2023,10,6,11.34
2023,10,7,11.11
2023,10,8,10.63
2023,10,9,10.32
2023,10,10,10.77
2023,10,11,10.62
2023,10,12,10.39
2023,10,13,8.28
2023,10,14,6.84
2023,10,15,7.45
2023,10,16,7.13
2023,10,17,6.05
2023,10,18,7.28
2023,10,19,2.01
2023,10,20,6.75
2023,10,21,8.41
2023,10,22,6.49
2023,10,23,5.63
2023,10,24,6.4
2023,10,25,6.11
2023,10,26,4.66
2023,10,27,6.08
2023,10,28,5.45
2023,10,29,4.02
2023,10,30,6.7
2023,10,31,5.66
2023,11,1,3.55
2023,11,2,-999.0
2023,11,3,-999.0
2023,11,4,-999.0
2023,11,5,-999.0
2023,11,6,-999.0
2023,11,7,-999.0
2023,11,8,-999.0
2023,11,9,-999.0
2023,11,10,-999.0
2023,11,11,-999.0
2023,11,12,-999.0
2023,11,13,-999.0
2023,11,14,-999.0
2023,11,15,-999.0
2023,11,16,-999.0
2023,11,17,-999.0
2023,11,18,-999.0
2023,11,19,-999.0
2023,11,20,-999.0
2023,11,21,-999.0
2023,11,22,-999.0
2023,11,23,-999.0
2023,11,24,-999.0
2023,11,25,-999.0
2023,11,26,-999.0
2023,11,27,-999.0
2023,11,28,-999.0
2023,11,29,-999.0
2023,11,30,-999.0
2023,12,1,-999.0
2023,12,2,-999.0
2023,12,3,-999.0
2023,12,4,-999.0
2023,12,5,-999.0
2023,12,6,-999.0
2023,12,7,-999.0
2023,12,8,-999.0
2023,12,9,-999.0
2023,12,10,-999.0
2023,12,11,-999.0
2023,12,12,-999.0
2023,12,13,-999.0
2023,12,14,-999.0
2023,12,15,-999.0
2023,12,16,-999.0
2023,12,17,-999.0
2023,12,18,-999.0
2023,12,19,-999.0
2023,12,20,-999.0
2023,12,21,-999.0
2023,12,22,-999.0
2023,12,23,-999.0
2023,12,24,-999.0
2023,12,25,-999.0
2023,12,26,-999.0
2023,12,27,-999.0
2023,12,28,-999.0
2023,12,29,-999.0
2023,12,30,-999.0
2023,12,31,-999.0
2024,1,1,-999.0
2024,1,2,-999.0
2024,1,3,-999.0
2024,1,4,-999.0
2024,1,5,-999.0
2024,1,6,-999.0
2024,1,7,-999.0
2024,1,8,-999.0
2024,1,9,-999.0
2024,1,10,-999.0
2024,1,11,-999.0
2024,1,12,-999.0
2024,1,13,-999.0
2024,1,14,-999.0
2024,1,15,-999.0
2024,1,16,-999.0
2024,1,17,-999.0
2024,1,18,-999.0
2024,1,19,-999.0
2024,1,20,-999.0
2024,1,21,-999.0
2024,1,22,-999.0
2024,1,23,-999.0
2024,1,24,-999.0
2024,1,25,-999.0
2024,1,26,-999.0
2024,1,27,-999.0
2024,1,28,-999.0
2024,1,29,-999.0
2024,1,30,-999.0
2024,1,31,-999.0
